2025-03-10 09:05:29,303 INFO    MainThread:26241 [wandb_setup.py:_flush():67] Current SDK version is 0.19.7
2025-03-10 09:05:29,304 INFO    MainThread:26241 [wandb_setup.py:_flush():67] Configure stats pid to 26241
2025-03-10 09:05:29,304 INFO    MainThread:26241 [wandb_setup.py:_flush():67] Loading settings from /home/shuvrajeet/.config/wandb/settings
2025-03-10 09:05:29,304 INFO    MainThread:26241 [wandb_setup.py:_flush():67] Loading settings from /home/shuvrajeet/Documents/GitHub/DA6401_DeepLearning_Assignment1/wandb/settings
2025-03-10 09:05:29,304 INFO    MainThread:26241 [wandb_setup.py:_flush():67] Loading settings from environment variables
2025-03-10 09:05:29,304 INFO    MainThread:26241 [wandb_init.py:setup_run_log_directory():647] Logging user logs to /home/shuvrajeet/Documents/GitHub/DA6401_DeepLearning_Assignment1/wandb/run-20250310_090529-uyqj7a8f/logs/debug.log
2025-03-10 09:05:29,304 INFO    MainThread:26241 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to /home/shuvrajeet/Documents/GitHub/DA6401_DeepLearning_Assignment1/wandb/run-20250310_090529-uyqj7a8f/logs/debug-internal.log
2025-03-10 09:05:29,304 INFO    MainThread:26241 [wandb_init.py:init():761] calling init triggers
2025-03-10 09:05:29,304 INFO    MainThread:26241 [wandb_init.py:init():766] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-03-10 09:05:29,304 INFO    MainThread:26241 [wandb_init.py:init():784] starting backend
2025-03-10 09:05:29,304 INFO    MainThread:26241 [wandb_init.py:init():788] sending inform_init request
2025-03-10 09:05:29,305 INFO    MainThread:26241 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-03-10 09:05:29,305 INFO    MainThread:26241 [wandb_init.py:init():803] backend started and connected
2025-03-10 09:05:29,306 INFO    MainThread:26241 [wandb_init.py:init():896] updated telemetry
2025-03-10 09:05:29,311 INFO    MainThread:26241 [wandb_init.py:init():920] communicating run to backend with 90.0 second timeout
2025-03-10 09:05:29,749 INFO    MainThread:26241 [wandb_init.py:init():995] starting run threads in backend
2025-03-10 09:05:29,785 INFO    MainThread:26241 [wandb_run.py:_console_start():2377] atexit reg
2025-03-10 09:05:29,785 INFO    MainThread:26241 [wandb_run.py:_redirect():2227] redirect: wrap_raw
2025-03-10 09:05:29,785 INFO    MainThread:26241 [wandb_run.py:_redirect():2292] Wrapping output streams.
2025-03-10 09:05:29,785 INFO    MainThread:26241 [wandb_run.py:_redirect():2317] Redirects installed.
2025-03-10 09:05:29,786 INFO    MainThread:26241 [wandb_init.py:init():1037] run started, returning control to user process
2025-03-10 09:05:29,786 INFO    MainThread:26241 [wandb_config.py:__setitem__():154] config set dataset = mnist - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x72a2b4051a90>>
2025-03-10 09:05:29,786 INFO    MainThread:26241 [wandb_run.py:_config_callback():1261] config_cb dataset mnist None
2025-03-10 09:05:30,032 INFO    MainThread:26241 [wandb_config.py:__setitem__():154] config set epochs = 25 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x72a2b4051a90>>
2025-03-10 09:05:30,032 INFO    MainThread:26241 [wandb_run.py:_config_callback():1261] config_cb epochs 25 None
2025-03-10 09:05:30,032 INFO    MainThread:26241 [wandb_config.py:__setitem__():154] config set batch_size = 64 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x72a2b4051a90>>
2025-03-10 09:05:30,032 INFO    MainThread:26241 [wandb_run.py:_config_callback():1261] config_cb batch_size 64 None
2025-03-10 09:05:30,032 INFO    MainThread:26241 [wandb_config.py:__setitem__():154] config set loss = cross_entropy - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x72a2b4051a90>>
2025-03-10 09:05:30,033 INFO    MainThread:26241 [wandb_run.py:_config_callback():1261] config_cb loss cross_entropy None
2025-03-10 09:05:30,033 INFO    MainThread:26241 [wandb_config.py:__setitem__():154] config set optimizer = nadam - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x72a2b4051a90>>
2025-03-10 09:05:30,033 INFO    MainThread:26241 [wandb_run.py:_config_callback():1261] config_cb optimizer nadam None
2025-03-10 09:05:30,033 INFO    MainThread:26241 [wandb_config.py:__setitem__():154] config set learning_rate = 0.0005 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x72a2b4051a90>>
2025-03-10 09:05:30,033 INFO    MainThread:26241 [wandb_run.py:_config_callback():1261] config_cb learning_rate 0.0005 None
2025-03-10 09:05:30,033 INFO    MainThread:26241 [wandb_config.py:__setitem__():154] config set beta = 0.9 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x72a2b4051a90>>
2025-03-10 09:05:30,033 INFO    MainThread:26241 [wandb_run.py:_config_callback():1261] config_cb beta 0.9 None
2025-03-10 09:05:30,033 INFO    MainThread:26241 [wandb_config.py:__setitem__():154] config set beta1 = 0.99 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x72a2b4051a90>>
2025-03-10 09:05:30,033 INFO    MainThread:26241 [wandb_run.py:_config_callback():1261] config_cb beta1 0.99 None
2025-03-10 09:05:30,033 INFO    MainThread:26241 [wandb_config.py:__setitem__():154] config set beta2 = 0.995 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x72a2b4051a90>>
2025-03-10 09:05:30,033 INFO    MainThread:26241 [wandb_run.py:_config_callback():1261] config_cb beta2 0.995 None
2025-03-10 09:05:30,033 INFO    MainThread:26241 [wandb_config.py:__setitem__():154] config set epsilon = 1e-06 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x72a2b4051a90>>
2025-03-10 09:05:30,033 INFO    MainThread:26241 [wandb_run.py:_config_callback():1261] config_cb epsilon 1e-06 None
2025-03-10 09:05:30,033 INFO    MainThread:26241 [wandb_config.py:__setitem__():154] config set weight_decay = 0.0005 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x72a2b4051a90>>
2025-03-10 09:05:30,033 INFO    MainThread:26241 [wandb_run.py:_config_callback():1261] config_cb weight_decay 0.0005 None
